Trade #,Type,Signal,Date/Time,Price INR,Contracts,Profit INR,Profit %,Cum. Profit INR,Cum. Profit %,Run-up INR,Run-up %,Drawdown INR,Drawdown %
596,Entry Long,Long,22-06-2022 16:12,813.7,1,-6875,-0.68,614375,-0.42,3625,0.36,7375,0.73
595,Exit Short,Close entry(s) order Short,22-06-2022 13:30,810.7,1,-3750,-0.37,621250,-0.23,5375,0.53,4625,0.46
595,Entry Short,Short,22-06-2022 09:03,807.7,1,-3750,-0.37,621250,-0.23,5375,0.53,4625,0.46
594,Exit Long,Close entry(s) order Long,22-06-2022 09:03,807.7,1,-22875,-2.22,625000,-1.39,6000,0.58,24750,2.4
594,Entry Long,Long,21-06-2022 21:33,826,1,-22875,-2.22,625000,-1.39,6000,0.58,24750,2.4
593,Exit Short,Close entry(s) order Short,17-06-2022 20:00,853.7,1,20875,1.92,647875,1.28,26250,2.41,1000,0.09
593,Entry Short,Short,17-06-2022 16:36,870.4,1,20875,1.92,647875,1.28,26250,2.41,1000,0.09
592,Exit Long,Close entry(s) order Long,17-06-2022 16:36,870.4,1,-7250,-0.66,627000,-0.44,2250,0.21,11750,1.07
592,Entry Long,Long,17-06-2022 16:18,876.2,1,-7250,-0.66,627000,-0.44,2250,0.21,11750,1.07
591,Exit Long,Close entry(s) order Long,16-06-2022 20:57,881.2,1,-11125,-1,634250,-0.68,27375,2.46,12625,1.13
591,Entry Long,Long,16-06-2022 16:33,890.1,1,-11125,-1,634250,-0.68,27375,2.46,12625,1.13
590,Exit Short,Close entry(s) order Short,14-06-2022 22:45,868.1,1,115250,9.6,645375,7.53,155000,12.91,5875,0.49
590,Entry Short,Short,14-06-2022 17:45,960.3,1,115250,9.6,645375,7.53,155000,12.91,5875,0.49
589,Exit Long,Close entry(s) order Long,14-06-2022 17:45,960.3,1,-12500,-1.03,530125,-0.81,10625,0.88,12875,1.06
589,Entry Long,Long,14-06-2022 16:42,970.3,1,-12500,-1.03,530125,-0.81,10625,0.88,12875,1.06
588,Exit Short,Close entry(s) order Short,13-06-2022 22:51,957.7,1,750,0.06,542625,0.05,20375,1.7,13125,1.1
588,Entry Short,Short,13-06-2022 20:12,958.3,1,750,0.06,542625,0.05,20375,1.7,13125,1.1
587,Exit Long,Close entry(s) order Long,13-06-2022 20:12,958.3,1,-12875,-1.06,541875,-0.83,17500,1.45,15625,1.29
587,Entry Long,Long,13-06-2022 17:54,968.6,1,-12875,-1.06,541875,-0.83,17500,1.45,15625,1.29
586,Exit Short,Long,13-06-2022 17:54,968.6,1,-13375,-1.12,554750,-0.85,9625,0.8,15375,1.28
586,Entry Short,Short,13-06-2022 17:00,957.9,1,-13375,-1.12,554750,-0.85,9625,0.8,15375,1.28
585,Exit Long,Close entry(s) order Long,13-06-2022 17:00,957.9,1,-14375,-1.19,568125,-0.91,5875,0.48,17375,1.43
585,Entry Long,Long,13-06-2022 15:39,969.4,1,-14375,-1.19,568125,-0.91,5875,0.48,17375,1.43
584,Exit Short,Long,13-06-2022 15:39,969.4,1,-9500,-0.79,582500,-0.6,2375,0.2,10625,0.88
584,Entry Short,Short,13-06-2022 14:57,961.8,1,-9500,-0.79,582500,-0.6,2375,0.2,10625,0.88
583,Exit Long,Close entry(s) order Long,13-06-2022 14:57,961.8,1,-2000,-0.17,592000,-0.13,750,0.06,3750,0.31
583,Entry Long,Long,13-06-2022 13:51,963.4,1,-2000,-0.17,592000,-0.13,750,0.06,3750,0.31
582,Exit Short,Long,13-06-2022 13:51,963.4,1,-17000,-1.43,594000,-1.06,250,0.02,18750,1.58
582,Entry Short,Short,13-06-2022 13:00,949.8,1,-17000,-1.43,594000,-1.06,250,0.02,18750,1.58
581,Exit Long,Close entry(s) order Long,13-06-2022 10:18,959.9,1,-6125,-0.51,611000,-0.38,23500,1.95,7500,0.62
581,Entry Long,Long,10-06-2022 21:33,964.8,1,-6125,-0.51,611000,-0.38,23500,1.95,7500,0.62
580,Exit Short,Long,10-06-2022 21:33,964.8,1,4250,0.35,617125,0.26,10750,0.89,11375,0.94
580,Entry Short,Short,10-06-2022 17:51,968.2,1,4250,0.35,617125,0.26,10750,0.89,11375,0.94
579,Exit Long,Close entry(s) order Long,10-06-2022 13:09,984.6,1,-1625,-0.13,612875,-0.1,9625,0.78,2625,0.21
579,Entry Long,Long,10-06-2022 10:12,985.9,1,-1625,-0.13,612875,-0.1,9625,0.78,2625,0.21
578,Exit Short,Close entry(s) order Short,09-06-2022 12:30,919.8,1,108500,8.62,614500,7.2,111250,8.84,4375,0.35
578,Entry Short,Short,08-06-2022 22:45,1006.6,1,108500,8.62,614500,7.2,111250,8.84,4375,0.35
577,Exit Long,Close entry(s) order Long,08-06-2022 22:45,1006.6,1,-3625,-0.29,506000,-0.24,31875,2.53,7875,0.62
577,Entry Long,Long,08-06-2022 17:39,1009.5,1,-3625,-0.29,506000,-0.24,31875,2.53,7875,0.62
576,Exit Short,Long,08-06-2022 17:39,1009.5,1,-8625,-0.69,509625,-0.57,1125,0.09,10875,0.87
576,Entry Short,Short,08-06-2022 17:15,1002.6,1,-8625,-0.69,509625,-0.57,1125,0.09,10875,0.87
575,Exit Long,Close entry(s) order Long,06-06-2022 14:33,971.9,1,2250,0.19,518250,0.15,5375,0.44,2500,0.21
575,Entry Long,Long,06-06-2022 09:03,970.1,1,2250,0.19,518250,0.15,5375,0.44,2500,0.21
574,Exit Short,Close entry(s) order Short,03-06-2022 21:45,948.4,1,-4375,-0.37,516000,-0.29,8875,0.75,11250,0.95
574,Entry Short,Short,03-06-2022 19:09,944.9,1,-4375,-0.37,516000,-0.29,8875,0.75,11250,0.95
573,Exit Long,Close entry(s) order Long,03-06-2022 19:09,944.9,1,-12875,-1.08,520375,-0.84,7750,0.65,12875,1.08
573,Entry Long,Long,03-06-2022 17:33,955.2,1,-12875,-1.08,520375,-0.84,7750,0.65,12875,1.08
572,Exit Short,Close entry(s) order Short,03-06-2022 12:30,932.5,1,2500,0.21,533250,0.16,4625,0.4,2750,0.24
572,Entry Short,Short,03-06-2022 09:03,934.5,1,2500,0.21,533250,0.16,4625,0.4,2750,0.24
571,Exit Long,Close entry(s) order Long,03-06-2022 09:03,934.5,1,-30125,-2.51,530750,-1.93,5125,0.43,30875,2.58
571,Entry Long,Long,02-06-2022 22:30,958.6,1,-30125,-2.51,530750,-1.93,5125,0.43,30875,2.58
570,Exit Short,Long,02-06-2022 22:30,958.6,1,-24875,-2.12,560875,-1.57,4125,0.35,24875,2.12
570,Entry Short,Short,02-06-2022 20:24,938.7,1,-24875,-2.12,560875,-1.57,4125,0.35,24875,2.12
569,Exit Long,Close entry(s) order Long,02-06-2022 11:42,963,1,8125,0.68,585750,0.52,15000,1.25,4750,0.4
569,Entry Long,Long,01-06-2022 21:03,956.5,1,8125,0.68,585750,0.52,15000,1.25,4750,0.4
568,Exit Short,Close entry(s) order Short,31-05-2022 21:33,949.8,1,14375,1.2,577625,0.92,35625,2.96,375,0.03
568,Entry Short,Short,31-05-2022 16:24,961.3,1,14375,1.2,577625,0.92,35625,2.96,375,0.03
567,Exit Long,Close entry(s) order Long,31-05-2022 14:15,965.7,1,-1250,-0.1,563250,-0.08,1500,0.12,3750,0.31
567,Entry Long,Long,31-05-2022 12:06,966.7,1,-1250,-0.1,563250,-0.08,1500,0.12,3750,0.31
566,Exit Short,Close entry(s) order Short,30-05-2022 21:57,961.6,1,9875,0.81,564500,0.64,15125,1.25,1375,0.11
566,Entry Short,Short,30-05-2022 18:21,969.5,1,9875,0.81,564500,0.64,15125,1.25,1375,0.11
565,Exit Long,Close entry(s) order Long,30-05-2022 18:21,969.5,1,-1875,-0.15,554625,-0.12,1125,0.09,3500,0.29
565,Entry Long,Long,30-05-2022 18:15,971,1,-1875,-0.15,554625,-0.12,1125,0.09,3500,0.29
564,Exit Short,Long,30-05-2022 18:15,971,1,-250,-0.02,556500,-0.02,1750,0.14,2000,0.16
564,Entry Short,Short,30-05-2022 17:27,970.8,1,-250,-0.02,556500,-0.02,1750,0.14,2000,0.16
563,Exit Long,Close entry(s) order Long,30-05-2022 17:27,970.8,1,-7375,-0.6,556750,-0.47,500,0.04,9375,0.77
563,Entry Long,Long,30-05-2022 16:45,976.7,1,-7375,-0.6,556750,-0.47,500,0.04,9375,0.77
562,Exit Short,Close entry(s) order Short,27-05-2022 12:45,968.8,1,3875,0.32,564125,0.25,6250,0.51,4000,0.33
562,Entry Short,Short,27-05-2022 09:03,971.9,1,3875,0.32,564125,0.25,6250,0.51,4000,0.33
561,Exit Long,Close entry(s) order Long,24-05-2022 13:48,970.2,1,54000,4.66,560250,3.59,55875,4.82,1625,0.14
561,Entry Long,Long,23-05-2022 19:24,927,1,54000,4.66,560250,3.59,55875,4.82,1625,0.14
560,Exit Short,Close entry(s) order Short,23-05-2022 19:09,919.5,1,-2875,-0.25,506250,-0.19,24125,2.1,5625,0.49
560,Entry Short,Short,23-05-2022 14:57,917.2,1,-2875,-0.25,506250,-0.19,24125,2.1,5625,0.49
559,Exit Long,Close entry(s) order Long,23-05-2022 14:57,917.2,1,-4750,-0.41,509125,-0.31,1250,0.11,5375,0.47
559,Entry Long,Long,23-05-2022 13:39,921,1,-4750,-0.41,509125,-0.31,1250,0.11,5375,0.47
558,Exit Short,Close entry(s) order Short,20-05-2022 12:36,915.5,1,-7250,-0.64,513875,-0.48,2250,0.2,8125,0.71
558,Entry Short,Short,20-05-2022 09:03,909.7,1,-7250,-0.64,513875,-0.48,2250,0.2,8125,0.71
557,Exit Long,Close entry(s) order Long,19-05-2022 23:27,938.9,1,7625,0.65,521125,0.5,17625,1.51,4625,0.4
557,Entry Long,Long,19-05-2022 20:03,932.8,1,7625,0.65,521125,0.5,17625,1.51,4625,0.4
556,Exit Short,Close entry(s) order Short,19-05-2022 16:57,917.1,1,10250,0.89,513500,0.68,28125,2.43,750,0.06
556,Entry Short,Short,19-05-2022 12:24,925.3,1,10250,0.89,513500,0.68,28125,2.43,750,0.06
555,Exit Long,Close entry(s) order Long,16-05-2022 15:33,894.1,1,12250,1.11,503250,0.82,17750,1.61,6750,0.61
555,Entry Long,Long,13-05-2022 22:06,884.3,1,12250,1.11,503250,0.82,17750,1.61,6750,0.61
554,Exit Short,Long,13-05-2022 22:06,884.3,1,-14000,-1.28,491000,-0.93,2625,0.24,14375,1.32
554,Entry Short,Short,13-05-2022 20:36,873.1,1,-14000,-1.28,491000,-0.93,2625,0.24,14375,1.32
553,Exit Long,Close entry(s) order Long,13-05-2022 10:09,884.2,1,29375,2.73,505000,1.99,39125,3.64,10875,1.01
553,Entry Long,Long,12-05-2022 14:54,860.7,1,29375,2.73,505000,1.99,39125,3.64,10875,1.01
552,Exit Short,Long,12-05-2022 14:54,860.7,1,-11250,-1.06,475625,-0.76,875,0.08,13125,1.23
552,Entry Short,Short,12-05-2022 14:24,851.7,1,-11250,-1.06,475625,-0.76,875,0.08,13125,1.23
551,Exit Long,Close entry(s) order Long,11-05-2022 23:21,878.9,1,14875,1.37,486875,1.01,22875,2.11,3250,0.3
551,Entry Long,Long,11-05-2022 15:18,867,1,14875,1.37,486875,1.01,22875,2.11,3250,0.3
550,Exit Short,Close entry(s) order Short,11-05-2022 14:48,863.6,1,-8000,-0.75,472000,-0.54,3375,0.31,16375,1.53
550,Entry Short,Short,11-05-2022 12:18,857.2,1,-8000,-0.75,472000,-0.54,3375,0.31,16375,1.53
549,Exit Long,Close entry(s) order Long,11-05-2022 12:18,857.2,1,-18625,-1.71,480000,-1.24,500,0.05,19125,1.75
549,Entry Long,Long,11-05-2022 12:03,872.1,1,-18625,-1.71,480000,-1.24,500,0.05,19125,1.75
548,Exit Short,Close entry(s) order Short,09-05-2022 11:15,917.3,1,20000,1.71,498625,1.35,36375,3.12,9375,0.8
548,Entry Short,Short,06-05-2022 19:57,933.3,1,20000,1.71,498625,1.35,36375,3.12,9375,0.8
547,Exit Long,Close entry(s) order Long,02-05-2022 12:27,861.5,1,23125,2.19,478625,1.59,29125,2.76,2125,0.2
547,Entry Long,Long,29-04-2022 22:06,843,1,23125,2.19,478625,1.59,29125,2.76,2125,0.2
546,Exit Short,Close entry(s) order Short,28-04-2022 22:06,836.4,1,-4875,-0.47,455500,-0.33,10000,0.96,10750,1.03
546,Entry Short,Short,28-04-2022 19:18,832.5,1,-4875,-0.47,455500,-0.33,10000,0.96,10750,1.03
545,Exit Long,Close entry(s) order Long,26-04-2022 12:39,823.1,1,-750,-0.07,460375,-0.05,4250,0.41,1875,0.18
545,Entry Long,Long,26-04-2022 09:03,823.7,1,-750,-0.07,460375,-0.05,4250,0.41,1875,0.18
544,Exit Short,Close entry(s) order Short,25-04-2022 09:03,793.6,1,41875,4.05,461125,2.95,42375,4.1,6000,0.58
544,Entry Short,Short,22-04-2022 17:27,827.1,1,41875,4.05,461125,2.95,42375,4.1,6000,0.58
543,Exit Long,Close entry(s) order Long,22-04-2022 17:27,827.1,1,-7750,-0.74,419250,-0.54,10000,0.96,10500,1.01
543,Entry Long,Long,22-04-2022 15:48,833.3,1,-7750,-0.74,419250,-0.54,10000,0.96,10500,1.01
542,Exit Short,Close entry(s) order Short,19-04-2022 23:15,843,1,26125,2.42,427000,1.86,39750,3.68,13875,1.28
542,Entry Short,Short,19-04-2022 17:39,863.9,1,26125,2.42,427000,1.86,39750,3.68,13875,1.28
541,Exit Long,Close entry(s) order Long,08-04-2022 19:24,786.1,1,19750,2.05,400875,1.43,31750,3.3,7750,0.8
541,Entry Long,Long,07-04-2022 20:06,770.3,1,19750,2.05,400875,1.43,31750,3.3,7750,0.8
540,Exit Short,Long,07-04-2022 20:06,770.3,1,-13750,-1.45,381125,-0.99,2000,0.21,14375,1.51
540,Entry Short,Short,07-04-2022 19:06,759.3,1,-13750,-1.45,381125,-0.99,2000,0.21,14375,1.51
539,Exit Long,Close entry(s) order Long,07-04-2022 19:03,763.2,1,-7375,-0.77,394875,-0.53,250,0.03,8625,0.9
539,Entry Long,Long,07-04-2022 18:36,769.1,1,-7375,-0.77,394875,-0.53,250,0.03,8625,0.9
538,Exit Short,Long,07-04-2022 18:36,769.1,1,-10500,-1.1,402250,-0.74,625,0.07,10750,1.13
538,Entry Short,Short,07-04-2022 18:18,760.7,1,-10500,-1.1,402250,-0.74,625,0.07,10750,1.13
537,Exit Long,Close entry(s) order Long,04-04-2022 21:00,735.3,1,4875,0.53,412750,0.35,13375,1.46,3375,0.37
537,Entry Long,Long,04-04-2022 17:27,731.4,1,4875,0.53,412750,0.35,13375,1.46,3375,0.37
536,Exit Short,Long,04-04-2022 17:27,731.4,1,-4375,-0.48,407875,-0.31,625,0.07,4625,0.51
536,Entry Short,Short,04-04-2022 16:48,727.9,1,-4375,-0.48,407875,-0.31,625,0.07,4625,0.51
535,Exit Long,Close entry(s) order Long,30-03-2022 22:45,719.8,1,4375,0.49,412250,0.31,8625,0.96,1500,0.17
535,Entry Long,Long,30-03-2022 19:24,716.3,1,4375,0.49,412250,0.31,8625,0.96,1500,0.17
534,Exit Short,Close entry(s) order Short,29-03-2022 19:33,711.3,1,7625,0.85,407875,0.54,17000,1.9,2250,0.25
534,Entry Short,Short,29-03-2022 09:06,717.4,1,7625,0.85,407875,0.54,17000,1.9,2250,0.25
533,Exit Short,Close entry(s) order Short,21-03-2022 21:15,670.2,1,-1625,-0.19,400250,-0.12,5875,0.7,3500,0.42
533,Entry Short,Short,21-03-2022 17:39,668.9,1,-1625,-0.19,400250,-0.12,5875,0.7,3500,0.42
532,Exit Long,Close entry(s) order Long,16-03-2022 15:57,659.6,1,6125,0.75,401875,0.44,11750,1.44,0,0
532,Entry Long,Long,16-03-2022 10:57,654.7,1,6125,0.75,401875,0.44,11750,1.44,0,0
531,Exit Short,Close entry(s) order Short,14-03-2022 23:24,657.7,1,-2375,-0.29,395750,-0.17,5500,0.67,3375,0.41
531,Entry Short,Short,14-03-2022 20:36,655.8,1,-2375,-0.29,395750,-0.17,5500,0.67,3375,0.41
530,Exit Long,Close entry(s) order Long,14-03-2022 20:36,655.8,1,-7375,-0.89,398125,-0.52,500,0.06,8000,0.97
530,Entry Long,Long,14-03-2022 19:21,661.7,1,-7375,-0.89,398125,-0.52,500,0.06,8000,0.97
529,Exit Short,Close entry(s) order Short,14-03-2022 17:48,657.7,1,-1500,-0.18,405500,-0.11,11500,1.4,2625,0.32
529,Entry Short,Short,14-03-2022 12:48,656.5,1,-1500,-0.18,405500,-0.11,11500,1.4,2625,0.32
528,Exit Long,Close entry(s) order Long,11-03-2022 14:39,660.6,1,6375,0.78,407000,0.46,10375,1.27,5375,0.66
528,Entry Long,Long,10-03-2022 21:06,655.5,1,6375,0.78,407000,0.46,10375,1.27,5375,0.66
527,Exit Short,Close entry(s) order Short,10-03-2022 20:39,653.3,1,-3250,-0.4,400625,-0.23,2125,0.26,5500,0.68
527,Entry Short,Short,10-03-2022 17:27,650.7,1,-3250,-0.4,400625,-0.23,2125,0.26,5500,0.68
526,Exit Long,Close entry(s) order Long,10-03-2022 17:27,650.7,1,-7375,-0.9,403875,-0.52,2750,0.34,8125,0.99
526,Entry Long,Long,10-03-2022 15:09,656.6,1,-7375,-0.9,403875,-0.52,2750,0.34,8125,0.99
525,Exit Short,Close entry(s) order Short,08-03-2022 12:36,671.7,1,-750,-0.09,411250,-0.05,5000,0.6,2000,0.24
525,Entry Short,Short,08-03-2022 09:03,671.1,1,-750,-0.09,411250,-0.05,5000,0.6,2000,0.24
524,Exit Long,Close entry(s) order Long,04-03-2022 12:36,666,1,2000,0.24,412000,0.14,6375,0.77,4625,0.56
524,Entry Long,Long,03-03-2022 22:54,664.4,1,2000,0.24,412000,0.14,6375,0.77,4625,0.56
523,Exit Short,Close entry(s) order Short,03-03-2022 22:15,659.6,1,-5750,-0.7,410000,-0.41,1500,0.18,9500,1.16
523,Entry Short,Short,03-03-2022 19:33,655,1,-5750,-0.7,410000,-0.41,1500,0.18,9500,1.16
522,Exit Long,Close entry(s) order Long,02-03-2022 12:54,657.4,1,14375,1.78,415750,1.03,16875,2.09,3000,0.37
522,Entry Long,Long,01-03-2022 20:24,645.9,1,14375,1.78,415750,1.03,16875,2.09,3000,0.37
521,Exit Short,Close entry(s) order Short,25-02-2022 17:06,643,1,10000,1.23,401375,0.72,14000,1.72,3375,0.41
521,Entry Short,Short,25-02-2022 11:12,651,1,10000,1.23,401375,0.72,14000,1.72,3375,0.41
520,Exit Long,Close entry(s) order Long,24-02-2022 17:42,669.1,1,13875,1.69,391375,1.01,21875,2.66,875,0.11
520,Entry Long,Long,24-02-2022 09:03,658,1,13875,1.69,391375,1.01,21875,2.66,875,0.11
519,Exit Long,Close entry(s) order Long,23-02-2022 23:03,648.2,1,-8375,-1.02,377500,-0.6,0,0,13250,1.62
519,Entry Long,Long,23-02-2022 21:06,654.9,1,-8375,-1.02,377500,-0.6,0,0,13250,1.62
518,Exit Short,Close entry(s) order Short,22-02-2022 17:21,645.5,1,0,0,385875,0,6375,0.79,4500,0.56
518,Entry Short,Short,22-02-2022 13:45,645.5,1,0,0,385875,0,6375,0.79,4500,0.56
517,Exit Long,Close entry(s) order Long,21-02-2022 12:24,648.4,1,-1000,-0.12,385875,-0.07,2750,0.34,2500,0.31
517,Entry Long,Long,21-02-2022 09:03,649.2,1,-1000,-0.12,385875,-0.07,2750,0.34,2500,0.31
516,Exit Short,Long,21-02-2022 09:03,649.2,1,-11125,-1.39,386875,-0.8,3250,0.41,14750,1.84
516,Entry Short,Short,18-02-2022 22:33,640.3,1,-11125,-1.39,386875,-0.8,3250,0.41,14750,1.84
515,Exit Long,Close entry(s) order Long,18-02-2022 22:03,642.3,1,-7750,-0.96,398000,-0.55,875,0.11,9625,1.19
515,Entry Long,Long,18-02-2022 19:30,648.5,1,-7750,-0.96,398000,-0.55,875,0.11,9625,1.19
514,Exit Short,Close entry(s) order Short,18-02-2022 13:18,635.5,1,4875,0.61,405750,0.35,11750,1.47,5125,0.64
514,Entry Short,Short,17-02-2022 22:18,639.4,1,4875,0.61,405750,0.35,11750,1.47,5125,0.64
513,Exit Long,Close entry(s) order Long,14-02-2022 12:30,610.3,1,-3375,-0.44,400875,-0.24,2750,0.36,3625,0.47
513,Entry Long,Long,14-02-2022 09:03,613,1,-3375,-0.44,400875,-0.24,2750,0.36,3625,0.47
512,Exit Short,Close entry(s) order Short,11-02-2022 22:24,597,1,7125,0.95,404250,0.51,9250,1.23,1750,0.23
512,Entry Short,Short,11-02-2022 17:18,602.7,1,7125,0.95,404250,0.51,9250,1.23,1750,0.23
511,Exit Long,Close entry(s) order Long,11-02-2022 17:18,602.7,1,-5875,-0.77,397125,-0.42,625,0.08,6625,0.87
511,Entry Long,Long,11-02-2022 16:06,607.4,1,-5875,-0.77,397125,-0.42,625,0.08,6625,0.87
510,Exit Short,Close entry(s) order Short,03-02-2022 22:03,665.1,1,12375,1.47,403000,0.89,14750,1.75,3875,0.46
510,Entry Short,Short,03-02-2022 18:48,675,1,12375,1.47,403000,0.89,14750,1.75,3875,0.46
509,Exit Long,Close entry(s) order Long,02-02-2022 13:45,671.8,1,2875,0.34,390625,0.21,9000,1.08,625,0.07
509,Entry Long,Long,02-02-2022 09:06,669.5,1,2875,0.34,390625,0.21,9000,1.08,625,0.07
508,Exit Short,Close entry(s) order Short,01-02-2022 21:06,661.9,1,-5000,-0.61,387750,-0.36,12000,1.46,11000,1.34
508,Entry Short,Short,01-02-2022 17:51,657.9,1,-5000,-0.61,387750,-0.36,12000,1.46,11000,1.34
507,Exit Long,Close entry(s) order Long,25-01-2022 19:48,587.1,1,-1125,-0.15,392750,-0.08,4125,0.56,4625,0.63
507,Entry Long,Long,25-01-2022 17:00,588,1,-1125,-0.15,392750,-0.08,4125,0.56,4625,0.63
506,Exit Short,Long,25-01-2022 17:00,588,1,-5625,-0.77,393875,-0.4,1375,0.19,5625,0.77
506,Entry Short,Short,25-01-2022 15:12,583.5,1,-5625,-0.77,393875,-0.4,1375,0.19,5625,0.77
505,Exit Long,Close entry(s) order Long,25-01-2022 15:12,583.5,1,-4750,-0.65,399500,-0.34,2125,0.29,5250,0.72
505,Entry Long,Long,25-01-2022 12:54,587.3,1,-4750,-0.65,399500,-0.34,2125,0.29,5250,0.72
504,Exit Short,Long,25-01-2022 12:54,587.3,1,-4500,-0.62,404250,-0.32,1875,0.26,4500,0.62
504,Entry Short,Short,25-01-2022 12:39,583.7,1,-4500,-0.62,404250,-0.32,1875,0.26,4500,0.62
503,Exit Long,Close entry(s) order Long,24-01-2022 20:18,587.9,1,3500,0.48,408750,0.25,7125,0.97,1125,0.15
503,Entry Long,Long,24-01-2022 16:45,585.1,1,3500,0.48,408750,0.25,7125,0.97,1125,0.15
502,Exit Short,Close entry(s) order Short,24-01-2022 14:45,582.4,1,1625,0.22,405250,0.12,2250,0.31,1125,0.15
502,Entry Short,Short,24-01-2022 11:30,583.7,1,1625,0.22,405250,0.12,2250,0.31,1125,0.15
501,Exit Long,Close entry(s) order Long,24-01-2022 10:15,584.8,1,1000,0.14,403625,0.07,1500,0.21,375,0.05
501,Entry Long,Long,24-01-2022 09:33,584,1,1000,0.14,403625,0.07,1500,0.21,375,0.05
500,Exit Short,Long,24-01-2022 09:33,584,1,-250,-0.03,402625,-0.02,125,0.02,375,0.05
500,Entry Short,Short,24-01-2022 09:24,583.8,1,-250,-0.03,402625,-0.02,125,0.02,375,0.05
499,Exit Short,Close entry(s) order Short,20-01-2022 12:57,589.7,1,20875,2.75,402875,1.51,23125,3.05,1000,0.13
499,Entry Short,Short,19-01-2022 20:33,606.4,1,20875,2.75,402875,1.51,23125,3.05,1000,0.13
498,Exit Long,Close entry(s) order Long,19-01-2022 20:33,606.4,1,-8750,-1.14,382000,-0.63,1250,0.16,9125,1.19
498,Entry Long,Long,19-01-2022 19:33,613.4,1,-8750,-1.14,382000,-0.63,1250,0.16,9125,1.19
497,Exit Short,Close entry(s) order Short,19-01-2022 16:33,608.7,1,1250,0.16,390750,0.09,3750,0.49,2250,0.3
497,Entry Short,Short,19-01-2022 12:06,609.7,1,1250,0.16,390750,0.09,3750,0.49,2250,0.3
496,Exit Long,Close entry(s) order Long,17-01-2022 22:48,608.5,1,-4500,-0.59,389500,-0.32,500,0.07,6125,0.8
496,Entry Long,Long,17-01-2022 21:00,612.1,1,-4500,-0.59,389500,-0.32,500,0.07,6125,0.8
495,Exit Short,Close entry(s) order Short,14-01-2022 15:48,599.2,1,19125,2.49,394000,1.39,23750,3.09,8375,1.09
495,Entry Short,Short,13-01-2022 21:21,614.5,1,19125,2.49,394000,1.39,23750,3.09,8375,1.09
494,Exit Long,Close entry(s) order Long,12-01-2022 19:33,621.8,1,31750,4.26,374875,2.36,34000,4.56,375,0.05
494,Entry Long,Long,11-01-2022 22:03,596.4,1,31750,4.26,374875,2.36,34000,4.56,375,0.05
493,Exit Short,Long,11-01-2022 22:03,596.4,1,-6375,-0.86,343125,-0.47,1500,0.2,6625,0.9
493,Entry Short,Short,11-01-2022 20:24,591.3,1,-6375,-0.86,343125,-0.47,1500,0.2,6625,0.9
492,Exit Long,Close entry(s) order Long,11-01-2022 20:24,591.3,1,-3000,-0.4,349500,-0.22,2250,0.3,4250,0.57
492,Entry Long,Long,11-01-2022 18:27,593.7,1,-3000,-0.4,349500,-0.22,2250,0.3,4250,0.57
491,Exit Short,Close entry(s) order Short,11-01-2022 16:06,589.5,1,-1000,-0.14,352500,-0.07,750,0.1,3000,0.41
491,Entry Short,Short,11-01-2022 13:30,588.7,1,-1000,-0.14,352500,-0.07,750,0.1,3000,0.41
490,Exit Long,Close entry(s) order Long,07-01-2022 17:24,579.9,1,875,0.12,353500,0.06,3000,0.41,1000,0.14
490,Entry Long,Long,07-01-2022 13:18,579.2,1,875,0.12,353500,0.06,3000,0.41,1000,0.14
489,Exit Short,Long,07-01-2022 13:18,579.2,1,-4250,-0.59,352625,-0.31,1000,0.14,4500,0.63
489,Entry Short,Short,07-01-2022 13:00,575.8,1,-4250,-0.59,352625,-0.31,1000,0.14,4500,0.63
488,Exit Long,Close entry(s) order Long,05-01-2022 19:33,578.1,1,3750,0.52,356875,0.28,4125,0.57,2875,0.4
488,Entry Long,Long,05-01-2022 16:18,575.1,1,3750,0.52,356875,0.28,4125,0.57,2875,0.4
487,Exit Short,Close entry(s) order Short,05-01-2022 13:24,573.1,1,-1250,-0.17,353125,-0.09,3000,0.42,2500,0.35
487,Entry Short,Short,05-01-2022 10:36,572.1,1,-1250,-0.17,353125,-0.09,3000,0.42,2500,0.35
486,Exit Long,Close entry(s) order Long,04-01-2022 15:15,577.1,1,9500,1.33,354375,0.71,13625,1.91,4375,0.61
486,Entry Long,Long,03-01-2022 21:27,569.5,1,9500,1.33,354375,0.71,13625,1.91,4375,0.61
485,Exit Short,Long,03-01-2022 21:27,569.5,1,-5000,-0.71,344875,-0.37,1125,0.16,5000,0.71
485,Entry Short,Short,03-01-2022 20:21,565.5,1,-5000,-0.71,344875,-0.37,1125,0.16,5000,0.71
484,Exit Long,Close entry(s) order Long,03-01-2022 20:21,565.5,1,-6500,-0.91,349875,-0.48,1750,0.25,7875,1.1
484,Entry Long,Long,03-01-2022 19:39,570.7,1,-6500,-0.91,349875,-0.48,1750,0.25,7875,1.1
483,Exit Short,Long,03-01-2022 19:39,570.7,1,-4625,-0.65,356375,-0.34,1500,0.21,5000,0.71
483,Entry Short,Short,03-01-2022 18:12,567,1,-4625,-0.65,356375,-0.34,1500,0.21,5000,0.71
482,Exit Long,Close entry(s) order Long,03-01-2022 18:12,567,1,-5375,-0.75,361000,-0.39,1625,0.23,5500,0.77
482,Entry Long,Long,03-01-2022 15:45,571.3,1,-5375,-0.75,361000,-0.39,1625,0.23,5500,0.77
